#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2400   0.103501E+03  -0.556742E+01   0.509697E-06  -0.556742E+01   0.243918E+01   0.717433E-08   0.509697E-06   0.717433E-08   0.147646E-08
  2401   0.103286E+03  -0.548609E+01   0.498482E-06  -0.548609E+01   0.242505E+01   0.740319E-08   0.498482E-06   0.740319E-08   0.147533E-08
  2402   0.103068E+03  -0.540497E+01   0.486559E-06  -0.540497E+01   0.241141E+01   0.765432E-08   0.486559E-06   0.765432E-08   0.147420E-08
  2403   0.102844E+03  -0.532408E+01   0.473970E-06  -0.532408E+01   0.239827E+01   0.792596E-08   0.473970E-06   0.792596E-08   0.147307E-08
  2404   0.102618E+03  -0.524346E+01   0.460757E-06  -0.524346E+01   0.238562E+01   0.821640E-08   0.460757E-06   0.821640E-08   0.147194E-08
  2405   0.102387E+03  -0.516312E+01   0.446962E-06  -0.516312E+01   0.237348E+01   0.852390E-08   0.446962E-06   0.852390E-08   0.147081E-08
  2406   0.102153E+03  -0.508311E+01   0.432628E-06  -0.508311E+01   0.236184E+01   0.884672E-08   0.432628E-06   0.884672E-08   0.146969E-08
  2407   0.101915E+03  -0.500344E+01   0.417796E-06  -0.500344E+01   0.235068E+01   0.918314E-08   0.417796E-06   0.918314E-08   0.146856E-08
  2408   0.101672E+03  -0.492415E+01   0.402510E-06  -0.492415E+01   0.234002E+01   0.953142E-08   0.402510E-06   0.953142E-08   0.146744E-08
  2409   0.101427E+03  -0.484525E+01   0.386810E-06  -0.484525E+01   0.232985E+01   0.988983E-08   0.386810E-06   0.988983E-08   0.146632E-08
  2410   0.101177E+03  -0.476679E+01   0.370739E-06  -0.476679E+01   0.232018E+01   0.102566E-07   0.370739E-06   0.102566E-07   0.146520E-08
  2411   0.100924E+03  -0.468878E+01   0.354341E-06  -0.468878E+01   0.231099E+01   0.106301E-07   0.354341E-06   0.106301E-07   0.146408E-08
  2412   0.100666E+03  -0.461125E+01   0.337655E-06  -0.461125E+01   0.230229E+01   0.110085E-07   0.337655E-06   0.110085E-07   0.146296E-08
  2413   0.100406E+03  -0.453422E+01   0.320726E-06  -0.453422E+01   0.229407E+01   0.113901E-07   0.320726E-06   0.113901E-07   0.146184E-08
  2414   0.100142E+03  -0.445773E+01   0.303595E-06  -0.445773E+01   0.228633E+01   0.117732E-07   0.303595E-06   0.117732E-07   0.146073E-08
  2415   0.998741E+02  -0.438180E+01   0.286304E-06  -0.438180E+01   0.227907E+01   0.121560E-07   0.286304E-06   0.121560E-07   0.145961E-08
  2416   0.996033E+02  -0.430646E+01   0.268895E-06  -0.430646E+01   0.227229E+01   0.125369E-07   0.268895E-06   0.125369E-07   0.145850E-08
  2417   0.993288E+02  -0.423173E+01   0.251412E-06  -0.423173E+01   0.226598E+01   0.129140E-07   0.251412E-06   0.129140E-07   0.145739E-08
  2418   0.990513E+02  -0.415764E+01   0.233895E-06  -0.415764E+01   0.226014E+01   0.132856E-07   0.233895E-06   0.132856E-07   0.145628E-08
  2419   0.987701E+02  -0.408421E+01   0.216387E-06  -0.408421E+01   0.225478E+01   0.136500E-07   0.216387E-06   0.136500E-07   0.145517E-08
  2420   0.984866E+02  -0.401146E+01   0.198931E-06  -0.401146E+01   0.224987E+01   0.140056E-07   0.198931E-06   0.140056E-07   0.145406E-08
  2421   0.981994E+02  -0.393942E+01   0.181568E-06  -0.393942E+01   0.224542E+01   0.143504E-07   0.181568E-06   0.143504E-07   0.145295E-08
  2422   0.979093E+02  -0.386813E+01   0.164341E-06  -0.386813E+01   0.224143E+01   0.146829E-07   0.164341E-06   0.146829E-07   0.145185E-08
  2423   0.976169E+02  -0.379757E+01   0.147292E-06  -0.379757E+01   0.223790E+01   0.150013E-07   0.147292E-06   0.150013E-07   0.145074E-08
  2424   0.973208E+02  -0.372780E+01   0.130463E-06  -0.372780E+01   0.223481E+01   0.153038E-07   0.130463E-06   0.153038E-07   0.144964E-08
  2425   0.970225E+02  -0.365882E+01   0.113897E-06  -0.365882E+01   0.223217E+01   0.155887E-07   0.113897E-06   0.155887E-07   0.144854E-08
  2426   0.967211E+02  -0.359066E+01   0.976346E-07  -0.359066E+01   0.222996E+01   0.158543E-07   0.976346E-07   0.158543E-07   0.144744E-08
  2427   0.964168E+02  -0.352334E+01   0.817193E-07  -0.352334E+01   0.222820E+01   0.160989E-07   0.817193E-07   0.160989E-07   0.144633E-08
  2428   0.961103E+02  -0.345687E+01   0.661930E-07  -0.345687E+01   0.222686E+01   0.163207E-07   0.661930E-07   0.163207E-07   0.144524E-08
  2429   0.958015E+02  -0.339129E+01   0.510979E-07  -0.339129E+01   0.222595E+01   0.165179E-07   0.510979E-07   0.165179E-07   0.144414E-08
  2430   0.954898E+02  -0.332659E+01   0.364761E-07  -0.332659E+01   0.222546E+01   0.166889E-07   0.364761E-07   0.166889E-07   0.144304E-08
  2431   0.951758E+02  -0.326282E+01   0.223700E-07  -0.326282E+01   0.222539E+01   0.168320E-07   0.223700E-07   0.168320E-07   0.144195E-08
  2432   0.948595E+02  -0.319998E+01   0.882160E-08  -0.319998E+01   0.222573E+01   0.169453E-07   0.882160E-08   0.169453E-07   0.144085E-08
  2433   0.945410E+02  -0.313810E+01  -0.412679E-08  -0.313810E+01   0.222647E+01   0.170272E-07  -0.412679E-08   0.170272E-07   0.143976E-08
  2434   0.942211E+02  -0.307719E+01  -0.164330E-07  -0.307719E+01   0.222762E+01   0.170759E-07  -0.164330E-07   0.170759E-07   0.143867E-08
  2435   0.938981E+02  -0.301727E+01  -0.280548E-07  -0.301727E+01   0.222916E+01   0.170898E-07  -0.280548E-07   0.170898E-07   0.143758E-08
  2436   0.935737E+02  -0.295835E+01  -0.389500E-07  -0.295835E+01   0.223110E+01   0.170669E-07  -0.389500E-07   0.170669E-07   0.143649E-08
  2437   0.932469E+02  -0.290045E+01  -0.490763E-07  -0.290045E+01   0.223341E+01   0.170057E-07  -0.490763E-07   0.170057E-07   0.143540E-08
  2438   0.929187E+02  -0.284359E+01  -0.583917E-07  -0.284359E+01   0.223611E+01   0.169044E-07  -0.583917E-07   0.169044E-07   0.143431E-08
  2439   0.925883E+02  -0.278777E+01  -0.668538E-07  -0.278777E+01   0.223917E+01   0.167613E-07  -0.668538E-07   0.167613E-07   0.143323E-08
  2440   0.922563E+02  -0.273303E+01  -0.744206E-07  -0.273303E+01   0.224260E+01   0.165746E-07  -0.744206E-07   0.165746E-07   0.143214E-08
  2441   0.919229E+02  -0.267936E+01  -0.810497E-07  -0.267936E+01   0.224639E+01   0.163426E-07  -0.810497E-07   0.163426E-07   0.143106E-08
  2442   0.915879E+02  -0.262679E+01  -0.866989E-07  -0.262679E+01   0.225054E+01   0.160636E-07  -0.866989E-07   0.160636E-07   0.142998E-08
  2443   0.912507E+02  -0.257532E+01  -0.913262E-07  -0.257532E+01   0.225503E+01   0.157358E-07  -0.913262E-07   0.157358E-07   0.142889E-08
  2444   0.909128E+02  -0.252497E+01  -0.948891E-07  -0.252497E+01   0.225986E+01   0.153575E-07  -0.948891E-07   0.153575E-07   0.142781E-08
  2445   0.905741E+02  -0.247575E+01  -0.973457E-07  -0.247575E+01   0.226503E+01   0.149270E-07  -0.973457E-07   0.149270E-07   0.142673E-08
  2446   0.902331E+02  -0.242767E+01  -0.986536E-07  -0.242767E+01   0.227052E+01   0.144425E-07  -0.986536E-07   0.144425E-07   0.142566E-08
  2447   0.898921E+02  -0.238075E+01  -0.987706E-07  -0.238075E+01   0.227634E+01   0.139024E-07  -0.987706E-07   0.139024E-07   0.142458E-08
  2448   0.895496E+02  -0.233499E+01  -0.976546E-07  -0.233499E+01   0.228247E+01   0.133048E-07  -0.976546E-07   0.133048E-07   0.142350E-08
  2449   0.892056E+02  -0.229040E+01  -0.952633E-07  -0.229040E+01   0.228891E+01   0.126481E-07  -0.952633E-07   0.126481E-07   0.142243E-08
  2450   0.888616E+02  -0.224700E+01  -0.915546E-07  -0.224700E+01   0.229565E+01   0.119304E-07  -0.915546E-07   0.119304E-07   0.142136E-08
  2451   0.885160E+02  -0.220479E+01  -0.865016E-07  -0.220479E+01   0.230268E+01   0.111510E-07  -0.865016E-07   0.111510E-07   0.142028E-08
  2452   0.881705E+02  -0.216377E+01  -0.801392E-07  -0.216377E+01   0.230999E+01   0.103119E-07  -0.801392E-07   0.103119E-07   0.141921E-08
  2453   0.878234E+02  -0.212397E+01  -0.725178E-07  -0.212397E+01   0.231759E+01   0.941626E-08  -0.725178E-07   0.941626E-08   0.141814E-08
  2454   0.874763E+02  -0.208539E+01  -0.636877E-07  -0.208539E+01   0.232546E+01   0.846706E-08  -0.636877E-07   0.846706E-08   0.141707E-08
  2455   0.871285E+02  -0.204802E+01  -0.536992E-07  -0.204802E+01   0.233359E+01   0.746731E-08  -0.536992E-07   0.746731E-08   0.141601E-08
  2456   0.867806E+02  -0.201189E+01  -0.426026E-07  -0.201189E+01   0.234197E+01   0.642005E-08  -0.426026E-07   0.642005E-08   0.141494E-08
  2457   0.864327E+02  -0.197699E+01  -0.304482E-07  -0.197699E+01   0.235061E+01   0.532828E-08  -0.304482E-07   0.532828E-08   0.141388E-08
  2458   0.860841E+02  -0.194334E+01  -0.172864E-07  -0.194334E+01   0.235948E+01   0.419502E-08  -0.172864E-07   0.419502E-08   0.141281E-08
  2459   0.857346E+02  -0.191093E+01  -0.316750E-08  -0.191093E+01   0.236860E+01   0.302331E-08  -0.316750E-08   0.302331E-08   0.141175E-08
  2460   0.853860E+02  -0.187977E+01   0.118582E-07  -0.187977E+01   0.237793E+01   0.181615E-08   0.118582E-07   0.181615E-08   0.141069E-08
  2461   0.850372E+02  -0.184986E+01   0.277405E-07  -0.184986E+01   0.238749E+01   0.576560E-09   0.277405E-07   0.576560E-09   0.140962E-08
  2462   0.846878E+02  -0.182121E+01   0.444289E-07  -0.182121E+01   0.239726E+01  -0.692430E-09   0.444289E-07  -0.692430E-09   0.140857E-08
  2463   0.843397E+02  -0.179382E+01   0.618732E-07  -0.179382E+01   0.240722E+01  -0.198781E-08   0.618732E-07  -0.198781E-08   0.140751E-08
  2464   0.839910E+02  -0.176768E+01   0.800230E-07  -0.176768E+01   0.241739E+01  -0.330655E-08   0.800230E-07  -0.330655E-08   0.140645E-08
  2465   0.836429E+02  -0.174281E+01   0.988280E-07  -0.174281E+01   0.242775E+01  -0.464563E-08   0.988280E-07  -0.464563E-08   0.140539E-08
  2466   0.832949E+02  -0.171920E+01   0.118238E-06  -0.171920E+01   0.243828E+01  -0.600205E-08   0.118238E-06  -0.600205E-08   0.140434E-08
  2467   0.829475E+02  -0.169685E+01   0.138202E-06  -0.169685E+01   0.244898E+01  -0.737277E-08   0.138202E-06  -0.737277E-08   0.140328E-08
  2468   0.826009E+02  -0.167577E+01   0.158671E-06  -0.167577E+01   0.245986E+01  -0.875478E-08   0.158671E-06  -0.875478E-08   0.140223E-08
  2469   0.822550E+02  -0.165594E+01   0.179594E-06  -0.165594E+01   0.247088E+01  -0.101451E-07   0.179594E-06  -0.101451E-07   0.140118E-08
  2470   0.819091E+02  -0.163737E+01   0.200920E-06  -0.163737E+01   0.248206E+01  -0.115406E-07   0.200920E-06  -0.115406E-07   0.140013E-08
  2471   0.815646E+02  -0.162006E+01   0.222600E-06  -0.162006E+01   0.249338E+01  -0.129383E-07   0.222600E-06  -0.129383E-07   0.139908E-08
  2472   0.812209E+02  -0.160401E+01   0.244583E-06  -0.160401E+01   0.250482E+01  -0.143353E-07   0.244583E-06  -0.143353E-07   0.139803E-08
  2473   0.808779E+02  -0.158920E+01   0.266818E-06  -0.158920E+01   0.251640E+01  -0.157284E-07   0.266818E-06  -0.157284E-07   0.139698E-08
  2474   0.805356E+02  -0.157565E+01   0.289256E-06  -0.157565E+01   0.252809E+01  -0.171148E-07   0.289256E-06  -0.171148E-07   0.139593E-08
  2475   0.801948E+02  -0.156335E+01   0.311846E-06  -0.156335E+01   0.253988E+01  -0.184912E-07   0.311846E-06  -0.184912E-07   0.139489E-08
  2476   0.798548E+02  -0.155228E+01   0.334537E-06  -0.155228E+01   0.255179E+01  -0.198548E-07   0.334537E-06  -0.198548E-07   0.139384E-08
  2477   0.795161E+02  -0.154246E+01   0.357280E-06  -0.154246E+01   0.256378E+01  -0.212026E-07   0.357280E-06  -0.212026E-07   0.139280E-08
  2478   0.791790E+02  -0.153386E+01   0.380024E-06  -0.153386E+01   0.257585E+01  -0.225314E-07   0.380024E-06  -0.225314E-07   0.139176E-08
  2479   0.788433E+02  -0.152648E+01   0.402719E-06  -0.152648E+01   0.258801E+01  -0.238382E-07   0.402719E-06  -0.238382E-07   0.139072E-08
  2480   0.785084E+02  -0.152032E+01   0.425314E-06  -0.152032E+01   0.260023E+01  -0.251202E-07   0.425314E-06  -0.251202E-07   0.138968E-08
  2481   0.781757E+02  -0.151536E+01   0.447759E-06  -0.151536E+01   0.261252E+01  -0.263741E-07   0.447759E-06  -0.263741E-07   0.138864E-08
  2482   0.778444E+02  -0.151161E+01   0.470005E-06  -0.151161E+01   0.262486E+01  -0.275971E-07   0.470005E-06  -0.275971E-07   0.138760E-08
  2483   0.775146E+02  -0.150906E+01   0.491999E-06  -0.150906E+01   0.263726E+01  -0.287861E-07   0.491999E-06  -0.287861E-07   0.138656E-08
  2484   0.771863E+02  -0.150768E+01   0.513693E-06  -0.150768E+01   0.264969E+01  -0.299380E-07   0.513693E-06  -0.299380E-07   0.138553E-08
  2485   0.768602E+02  -0.150749E+01   0.535036E-06  -0.150749E+01   0.266215E+01  -0.310499E-07   0.535036E-06  -0.310499E-07   0.138449E-08
  2486   0.765363E+02  -0.150846E+01   0.555977E-06  -0.150846E+01   0.267464E+01  -0.321187E-07   0.555977E-06  -0.321187E-07   0.138346E-08
  2487   0.762139E+02  -0.151059E+01   0.576467E-06  -0.151059E+01   0.268714E+01  -0.331415E-07   0.576467E-06  -0.331415E-07   0.138243E-08
  2488   0.758937E+02  -0.151388E+01   0.596454E-06  -0.151388E+01   0.269966E+01  -0.341151E-07   0.596454E-06  -0.341151E-07   0.138140E-08
  2489   0.755749E+02  -0.151831E+01   0.615889E-06  -0.151831E+01   0.271217E+01  -0.350367E-07   0.615889E-06  -0.350367E-07   0.138037E-08
  2490   0.752584E+02  -0.152386E+01   0.634721E-06  -0.152386E+01   0.272467E+01  -0.359030E-07   0.634721E-06  -0.359030E-07   0.137934E-08
  2491   0.749448E+02  -0.153054E+01   0.652900E-06  -0.153054E+01   0.273717E+01  -0.367113E-07   0.652900E-06  -0.367113E-07   0.137831E-08
  2492   0.746327E+02  -0.153832E+01   0.670376E-06  -0.153832E+01   0.274964E+01  -0.374583E-07   0.670376E-06  -0.374583E-07   0.137728E-08
  2493   0.743229E+02  -0.154720E+01   0.687098E-06  -0.154720E+01   0.276208E+01  -0.381411E-07   0.687098E-06  -0.381411E-07   0.137626E-08
  2494   0.740156E+02  -0.155716E+01   0.703017E-06  -0.155716E+01   0.277449E+01  -0.387567E-07   0.703017E-06  -0.387567E-07   0.137523E-08
  2495   0.737106E+02  -0.156819E+01   0.718080E-06  -0.156819E+01   0.278685E+01  -0.393021E-07   0.718080E-06  -0.393021E-07   0.137421E-08
  2496   0.734081E+02  -0.158028E+01   0.732240E-06  -0.158028E+01   0.279917E+01  -0.397742E-07   0.732240E-06  -0.397742E-07   0.137318E-08
  2497   0.731080E+02  -0.159341E+01   0.745444E-06  -0.159341E+01   0.281143E+01  -0.401700E-07   0.745444E-06  -0.401700E-07   0.137216E-08
  2498   0.728106E+02  -0.160757E+01   0.757643E-06  -0.160757E+01   0.282363E+01  -0.404865E-07   0.757643E-06  -0.404865E-07   0.137114E-08
  2499   0.725156E+02  -0.162275E+01   0.768786E-06  -0.162275E+01   0.283574E+01  -0.407207E-07   0.768786E-06  -0.407207E-07   0.137012E-08
  2500   0.722233E+02  -0.163894E+01   0.778824E-06  -0.163894E+01   0.284779E+01  -0.408696E-07   0.778824E-06  -0.408696E-07   0.136910E-08
  2501   0.719337E+02  -0.165611E+01   0.787719E-06  -0.165611E+01   0.285974E+01  -0.409312E-07   0.787719E-06  -0.409312E-07   0.136809E-08
  2502   0.716468E+02  -0.167425E+01   0.795491E-06  -0.167425E+01   0.287160E+01  -0.409077E-07   0.795491E-06  -0.409077E-07   0.136707E-08
  2503   0.713627E+02  -0.169337E+01   0.802174E-06  -0.169337E+01   0.288336E+01  -0.408024E-07   0.802174E-06  -0.408024E-07   0.136605E-08
  2504   0.710813E+02  -0.171342E+01   0.807800E-06  -0.171342E+01   0.289501E+01  -0.406187E-07   0.807800E-06  -0.406187E-07   0.136504E-08
  2505   0.708029E+02  -0.173440E+01   0.812402E-06  -0.173440E+01   0.290655E+01  -0.403598E-07   0.812402E-06  -0.403598E-07   0.136403E-08
  2506   0.705273E+02  -0.175630E+01   0.816014E-06  -0.175630E+01   0.291796E+01  -0.400290E-07   0.816014E-06  -0.400290E-07   0.136301E-08
  2507   0.702547E+02  -0.177908E+01   0.818670E-06  -0.177908E+01   0.292925E+01  -0.396297E-07   0.818670E-06  -0.396297E-07   0.136200E-08
  2508   0.699850E+02  -0.180275E+01   0.820401E-06  -0.180275E+01   0.294041E+01  -0.391651E-07   0.820401E-06  -0.391651E-07   0.136099E-08
  2509   0.697183E+02  -0.182728E+01   0.821242E-06  -0.182728E+01   0.295143E+01  -0.386385E-07   0.821242E-06  -0.386385E-07   0.135998E-08
  2510   0.694548E+02  -0.185265E+01   0.821226E-06  -0.185265E+01   0.296230E+01  -0.380532E-07   0.821226E-06  -0.380532E-07   0.135897E-08
  2511   0.691943E+02  -0.187885E+01   0.820386E-06  -0.187885E+01   0.297304E+01  -0.374126E-07   0.820386E-06  -0.374126E-07   0.135797E-08
  2512   0.689370E+02  -0.190586E+01   0.818754E-06  -0.190586E+01   0.298360E+01  -0.367199E-07   0.818754E-06  -0.367199E-07   0.135696E-08
  2513   0.686828E+02  -0.193366E+01   0.816365E-06  -0.193366E+01   0.299401E+01  -0.359784E-07   0.816365E-06  -0.359784E-07   0.135596E-08
  2514   0.684318E+02  -0.196224E+01   0.813252E-06  -0.196224E+01   0.300425E+01  -0.351914E-07   0.813252E-06  -0.351914E-07   0.135495E-08
  2515   0.681840E+02  -0.199156E+01   0.809447E-06  -0.199156E+01   0.301432E+01  -0.343622E-07   0.809447E-06  -0.343622E-07   0.135395E-08
  2516   0.679395E+02  -0.202162E+01   0.804984E-06  -0.202162E+01   0.302421E+01  -0.334942E-07   0.804984E-06  -0.334942E-07   0.135295E-08
  2517   0.676982E+02  -0.205241E+01   0.799897E-06  -0.205241E+01   0.303391E+01  -0.325906E-07   0.799897E-06  -0.325906E-07   0.135195E-08
  2518   0.674602E+02  -0.208389E+01   0.794217E-06  -0.208389E+01   0.304343E+01  -0.316546E-07   0.794217E-06  -0.316546E-07   0.135095E-08
  2519   0.672255E+02  -0.211605E+01   0.787980E-06  -0.211605E+01   0.305275E+01  -0.306897E-07   0.787980E-06  -0.306897E-07   0.134995E-08
  2520   0.669941E+02  -0.214887E+01   0.781217E-06  -0.214887E+01   0.306186E+01  -0.296991E-07   0.781217E-06  -0.296991E-07   0.134895E-08
  2521   0.667661E+02  -0.218233E+01   0.773962E-06  -0.218233E+01   0.307078E+01  -0.286861E-07   0.773962E-06  -0.286861E-07   0.134795E-08
  2522   0.665415E+02  -0.221642E+01   0.766248E-06  -0.221642E+01   0.307948E+01  -0.276540E-07   0.766248E-06  -0.276540E-07   0.134696E-08
  2523   0.663202E+02  -0.225110E+01   0.758109E-06  -0.225110E+01   0.308798E+01  -0.266060E-07   0.758109E-06  -0.266060E-07   0.134596E-08
  2524   0.661023E+02  -0.228637E+01   0.749577E-06  -0.228637E+01   0.309626E+01  -0.255456E-07   0.749577E-06  -0.255456E-07   0.134497E-08
  2525   0.658880E+02  -0.232219E+01   0.740687E-06  -0.232219E+01   0.310431E+01  -0.244760E-07   0.740687E-06  -0.244760E-07   0.134398E-08
  2526   0.656770E+02  -0.235854E+01   0.731470E-06  -0.235854E+01   0.311213E+01  -0.234005E-07   0.731470E-06  -0.234005E-07   0.134298E-08
  2527   0.654694E+02  -0.239542E+01   0.721960E-06  -0.239542E+01   0.311974E+01  -0.223223E-07   0.721960E-06  -0.223223E-07   0.134199E-08
  2528   0.652654E+02  -0.243280E+01   0.712191E-06  -0.243280E+01   0.312710E+01  -0.212449E-07   0.712191E-06  -0.212449E-07   0.134100E-08
  2529   0.650648E+02  -0.247065E+01   0.702196E-06  -0.247065E+01   0.313422E+01  -0.201714E-07   0.702196E-06  -0.201714E-07   0.134002E-08
  2530   0.648677E+02  -0.250895E+01   0.692008E-06  -0.250895E+01   0.314111E+01  -0.191053E-07   0.692008E-06  -0.191053E-07   0.133903E-08
  2531   0.646740E+02  -0.254769E+01   0.681659E-06  -0.254769E+01   0.314775E+01  -0.180497E-07   0.681659E-06  -0.180497E-07   0.133804E-08
  2532   0.644839E+02  -0.258685E+01   0.671184E-06  -0.258685E+01   0.315415E+01  -0.170080E-07   0.671184E-06  -0.170080E-07   0.133706E-08
  2533   0.642972E+02  -0.262639E+01   0.660616E-06  -0.262639E+01   0.316028E+01  -0.159835E-07   0.660616E-06  -0.159835E-07   0.133607E-08
  2534   0.641141E+02  -0.266630E+01   0.649987E-06  -0.266630E+01   0.316617E+01  -0.149794E-07   0.649987E-06  -0.149794E-07   0.133509E-08
  2535   0.639344E+02  -0.270657E+01   0.639331E-06  -0.270657E+01   0.317179E+01  -0.139991E-07   0.639331E-06  -0.139991E-07   0.133410E-08
  2536   0.637582E+02  -0.274716E+01   0.628682E-06  -0.274716E+01   0.317715E+01  -0.130460E-07   0.628682E-06  -0.130460E-07   0.133312E-08
  2537   0.635855E+02  -0.278807E+01   0.618072E-06  -0.278807E+01   0.318224E+01  -0.121231E-07   0.618072E-06  -0.121231E-07   0.133214E-08
  2538   0.634162E+02  -0.282926E+01   0.607534E-06  -0.282926E+01   0.318705E+01  -0.112340E-07   0.607534E-06  -0.112340E-07   0.133116E-08
